BUYER_STATE,BUYER_COUNTY,YEAR/MONTH,MME
SC,HORRY,2007,125516.47700939735
SC,HORRY,2008,140777.2481746612
SC,HORRY,2009,168121.36947863697
SC,HORRY,2010,185604.01991772422
SC,HORRY,2011,192567.00495113697
SC,HORRY,2012,210963.84576065122
SC,JASPER,2006,3177.561579499984
SC,JASPER,2007,3998.836356499965
SC,JASPER,2008,3963.1476449999786
SC,JASPER,2009,4388.1073649999935
SC,JASPER,2010,5481.29520000004
SC,JASPER,2011,4995.552540000032
SC,JASPER,2012,5622.919260000068
SC,KERSHAW,2006,7119.743481000155
SC,KERSHAW,2007,8533.560495500195
SC,KERSHAW,2008,9850.368772587786
SC,KERSHAW,2009,11179.169328900305
SC,KERSHAW,2010,13208.262289312866
SC,KERSHAW,2011,17008.649055450307
SC,KERSHAW,2012,19459.49588681276
SC,LANCASTER,2006,13009.053286588041
SC,LANCASTER,2007,16289.542470813181
SC,LANCASTER,2008,19565.826813088526
SC,LANCASTER,2009,24311.74333136364
SC,LANCASTER,2010,27915.660453863715
SC,LANCASTER,2011,27357.370968863754
SC,LANCASTER,2012,30217.570417500956
SC,LAURENS,2006,19852.609346950263
SC,LAURENS,2007,20103.190660437725
SC,LAURENS,2008,21665.658542937697
SC,LAURENS,2009,23142.22255383771
SC,LAURENS,2010,29476.84105293748
SC,LAURENS,2011,25688.469439762554
SC,LAURENS,2012,27785.834824987433
SC,LEE,2006,2789.509610500003
SC,LEE,2007,3378.8775905000048
SC,LEE,2008,3463.29002317501
SC,LEE,2009,3559.3161750000136
SC,LEE,2010,4108.354057725015
SC,LEE,2011,4089.197505900022
SC,LEE,2012,4513.549556812521
SC,LEXINGTON,2006,42782.2357820287
SC,LEXINGTON,2007,50201.22094294195
SC,LEXINGTON,2008,53800.18321917898
SC,LEXINGTON,2009,62507.82275659158
SC,LEXINGTON,2010,71635.67082840532
SC,LEXINGTON,2011,87297.88064749363
SC,LEXINGTON,2012,103146.22034021863
SC,MARION,2006,9408.903998362588
SC,MARION,2007,9964.987515000152
SC,MARION,2008,10709.613206000127
SC,MARION,2009,12469.811415000182
SC,MARION,2010,13003.73062500015
SC,MARION,2011,17111.504944537708
SC,MARION,2012,20638.69509408775
SC,MARLBORO,2006,7514.207664000034
SC,MARLBORO,2007,9656.042758000047
SC,MARLBORO,2008,10426.168831500047
SC,MARLBORO,2009,11245.80916586256
SC,MARLBORO,2010,12734.443190362528
SC,MARLBORO,2011,14338.32675386256
SC,MARLBORO,2012,14564.254630500038
SC,MCCORMICK,2006,596.8604699999997
SC,MCCORMICK,2007,589.0775399999998
SC,MCCORMICK,2008,647.5324049999992
SC,MCCORMICK,2009,776.0746124999994
SC,MCCORMICK,2010,954.8242500000017
SC,MCCORMICK,2011,1189.2686325000022
SC,MCCORMICK,2012,1364.6838075000023
SC,NEWBERRY,2006,4739.850777000022
SC,NEWBERRY,2007,6151.949466500041
SC,NEWBERRY,2008,7100.161433000074
SC,NEWBERRY,2009,8393.926683862583
SC,NEWBERRY,2010,9509.77803386261
SC,NEWBERRY,2011,10890.070218862576
SC,NEWBERRY,2012,11458.420173862596
SC,OCONEE,2006,37000.08193458824
SC,OCONEE,2007,40377.62091766295
SC,OCONEE,2008,43739.52714845033
SC,OCONEE,2009,50823.2021486253
SC,OCONEE,2010,58142.295050024964
SC,OCONEE,2011,58510.85986953737
SC,OCONEE,2012,60204.82278090008
SC,ORANGEBURG,2006,22353.442803225633
SC,ORANGEBURG,2007,24098.801496400785
SC,ORANGEBURG,2008,26707.121126175916
SC,ORANGEBURG,2009,28680.033007501013
SC,ORANGEBURG,2010,30787.60628636328
SC,ORANGEBURG,2011,30876.494966363258
SC,ORANGEBURG,2012,33246.58091726312
SC,PICKENS,2006,34773.88513331362
SC,PICKENS,2007,40924.32382685144
SC,PICKENS,2008,44509.816590101604
SC,PICKENS,2009,56189.717950201426
SC,PICKENS,2010,63833.60366107611
SC,PICKENS,2011,69852.29026518854
SC,PICKENS,2012,70694.60283090132
SC,RICHLAND,2006,43270.16457665367
SC,RICHLAND,2007,52035.753071542
SC,RICHLAND,2008,60292.186626080154
SC,RICHLAND,2009,66408.3903210803
SC,RICHLAND,2010,75351.2907429055
SC,RICHLAND,2011,88014.74190132014
SC,RICHLAND,2012,93646.13811717056
SC,SALUDA,2006,1208.9584680000014
SC,SALUDA,2007,1434.3200055000025
SC,SALUDA,2008,1571.300077999999
SC,SALUDA,2009,1806.8240550000012
SC,SALUDA,2010,1676.7518400000054
SC,SALUDA,2011,1935.4573575000065
SC,SALUDA,2012,2755.254135450015
SC,SPARTANBURG,2006,119718.4159847618
SC,SPARTANBURG,2007,121761.96720627618
SC,SPARTANBURG,2008,129662.94465160296
SC,SPARTANBURG,2009,145677.6211251888
SC,SPARTANBURG,2010,166763.04475475254
SC,SPARTANBURG,2011,180812.4313467929
SC,SPARTANBURG,2012,185512.70349294308
SC,SUMTER,2006,11583.25110017522
SC,SUMTER,2007,14691.711957087764
SC,SUMTER,2008,16369.887674000423
SC,SUMTER,2009,17944.262508862954
SC,SUMTER,2010,19639.197022500583
SC,SUMTER,2011,22424.57430750076
SC,SUMTER,2012,26060.17126522579
SC,UNION,2006,9284.76684600015
SC,UNION,2007,10503.297852500149
SC,UNION,2008,11860.31046158766
SC,UNION,2009,13193.126403862625
SC,UNION,2010,14638.34872136264
SC,UNION,2011,15319.083693862714
SC,UNION,2012,16326.811102500247
SC,WILLIAMSBURG,2006,5731.818802862543
SC,WILLIAMSBURG,2007,5909.8946935000595
SC,WILLIAMSBURG,2008,6356.472369000067
SC,WILLIAMSBURG,2009,7717.1593990876
SC,WILLIAMSBURG,2010,7855.760212500088
SC,WILLIAMSBURG,2011,9585.502920225139
SC,WILLIAMSBURG,2012,8618.199240000089
SC,YORK,2006,26753.481688364187
SC,YORK,2007,31440.219780864576
SC,YORK,2008,33288.98112608974
SC,YORK,2009,39441.012818177085
SC,YORK,2010,52095.17225021533
SC,YORK,2011,52965.03907159031
SC,YORK,2012,56444.171406115274
AR,ARKANSAS,1,4230.260000000052
AR,ARKANSAS,2,3543.390000000033
AR,ARKANSAS,3,3591.260000000037
AR,ARKANSAS,4,3783.4000000000365
AR,ARKANSAS,5,4256.400000000049
AR,ARKANSAS,6,3860.550000000052
AR,ARKANSAS,7,3854.0200000000436
AR,ARKANSAS,8,3897.1800000000458
AR,ARKANSAS,9,3738.060000000045
AR,ARKANSAS,10,4521.260000000035
AR,ARKANSAS,11,3881.5400000000477
AR,ARKANSAS,12,3782.1000000000467
AR,ASHLEY,1,3011.8900000000253
AR,ASHLEY,2,2789.620000000019
AR,ASHLEY,3,3218.500000000032
AR,ASHLEY,4,3145.3400000000374
AR,ASHLEY,5,3204.360000000025
AR,ASHLEY,6,3124.7300000000264
AR,ASHLEY,7,3073.440000000019
AR,ASHLEY,8,3238.0300000000266
AR,ASHLEY,9,3153.9500000000276
AR,ASHLEY,10,3341.710000000036
AR,ASHLEY,11,3043.620000000027
AR,ASHLEY,12,3286.910000000034
AR,BAXTER,1,9979.230000000114
AR,BAXTER,2,8866.230000000065
AR,BAXTER,3,10050.350000000108
AR,BAXTER,4,10146.060000000134
AR,BAXTER,5,9289.240000000047
AR,BAXTER,6,10118.60000000015
AR,BAXTER,7,10616.710000000176
AR,BAXTER,8,10597.520000000124
AR,BAXTER,9,9925.560000000121
AR,BAXTER,10,10246.160000000136
AR,BAXTER,11,10580.880000000161
AR,BAXTER,12,11398.88000000023
AR,BENTON,1,43638.80999999814
AR,BENTON,2,41409.439999998634
AR,BENTON,3,46829.979999997864
AR,BENTON,4,45287.46999999823
AR,BENTON,5,46153.119999998125
AR,BENTON,6,47353.27999999809
AR,BENTON,7,46142.91999999785
AR,BENTON,8,48094.22999999776
AR,BENTON,9,47297.41999999771
AR,BENTON,10,49516.23999999758
AR,BENTON,11,49268.9899999978
AR,BENTON,12,51306.00999999769
AR,BOONE,1,8998.670000000042
AR,BOONE,2,8316.380000000012
AR,BOONE,3,9434.610000000037
AR,BOONE,4,9292.68000000004
AR,BOONE,5,9219.45000000005
AR,BOONE,6,9575.640000000081
AR,BOONE,7,9668.040000000075
AR,BOONE,8,9967.230000000083
AR,BOONE,9,9561.220000000063
AR,BOONE,10,9957.150000000094
AR,BOONE,11,9852.400000000074
AR,BOONE,12,10053.630000000116
AR,BRADLEY,1,1179.6500000000005
AR,BRADLEY,2,1148.8799999999997
AR,BRADLEY,3,1297.8199999999993
AR,BRADLEY,4,1284.9099999999992
AR,BRADLEY,5,1348.6000000000004
AR,BRADLEY,6,1488.3499999999976
AR,BRADLEY,7,1362.9599999999969
AR,BRADLEY,8,1363.209999999999
AR,BRADLEY,9,1345.2299999999998
AR,BRADLEY,10,1404.9099999999971
AR,BRADLEY,11,1361.9099999999985
AR,BRADLEY,12,1329.269999999999
AR,CALHOUN,1,814.4100000000002
AR,CALHOUN,2,797.5199999999999
AR,CALHOUN,3,1147.29
AR,CALHOUN,4,732.9600000000003
AR,CALHOUN,5,1005.9599999999999
AR,CALHOUN,6,896.4800000000002
AR,CALHOUN,7,864.5700000000004
AR,CALHOUN,8,919.2200000000007
AR,CALHOUN,9,914.6100000000001
AR,CALHOUN,10,862.6400000000011
AR,CALHOUN,11,789.72
AR,CALHOUN,12,957.6200000000007
AR,CARROLL,1,9086.770000000035
AR,CARROLL,2,7789.050000000013
AR,CARROLL,3,9288.950000000048
AR,CARROLL,4,9512.800000000085
AR,CARROLL,5,9300.330000000064
AR,CARROLL,6,9777.830000000047
AR,CARROLL,7,9917.550000000085
AR,CARROLL,8,9348.960000000061
AR,CARROLL,9,9806.3200000001
AR,CARROLL,10,9486.86000000004
AR,CARROLL,11,9452.630000000061
AR,CARROLL,12,10158.89000000012
AR,CHICOT,1,2243.4499999999957
AR,CHICOT,2,2052.4299999999917
AR,CHICOT,3,2198.6999999999975
AR,CHICOT,4,2648.220000000007
AR,CHICOT,5,2784.300000000009
AR,CHICOT,6,2554.820000000001
AR,CHICOT,7,2445.950000000003
AR,CHICOT,8,2459.5100000000057
AR,CHICOT,9,2291.369999999998
AR,CHICOT,10,2535.690000000006
AR,CHICOT,11,2462.440000000002
AR,CHICOT,12,2420.8299999999986
AR,CLARK,1,3719.460000000049
AR,CLARK,2,3270.51000000003
AR,CLARK,3,3903.730000000054
AR,CLARK,4,3602.5200000000386
AR,CLARK,5,3923.450000000058
AR,CLARK,6,3773.6200000000495
AR,CLARK,7,3989.710000000058
AR,CLARK,8,4118.680000000051
AR,CLARK,9,3704.1100000000483
AR,CLARK,10,3999.460000000059
AR,CLARK,11,4077.770000000058
AR,CLARK,12,4002.610000000052
AR,CLAY,1,2276.100000000003
AR,CLAY,2,1972.9199999999933
AR,CLAY,3,2432.830000000008
AR,CLAY,4,2179.4699999999943
AR,CLAY,5,2322.070000000002
AR,CLAY,6,2473.1200000000053
AR,CLAY,7,2399.8200000000043
AR,CLAY,8,2319.1100000000024
AR,CLAY,9,2492.660000000006
AR,CLAY,10,2628.420000000009
AR,CLAY,11,2494.4100000000108
AR,CLAY,12,2399.490000000001
AR,CLEBURNE,1,5086.630000000021
AR,CLEBURNE,2,4629.040000000025
AR,CLEBURNE,3,5108.97
AR,CLEBURNE,4,5238.2300000000105
AR,CLEBURNE,5,5224.469999999997
AR,CLEBURNE,6,5296.440000000008
AR,CLEBURNE,7,5139.900000000016
AR,CLEBURNE,8,4975.120000000032
AR,CLEBURNE,9,4926.85000000002
AR,CLEBURNE,10,5210.5200000000095
AR,CLEBURNE,11,5115.910000000019
AR,CLEBURNE,12,5031.180000000008
AR,CLEVELAND,1,30.949999999999992
AR,CLEVELAND,2,35.239999999999995
AR,CLEVELAND,3,34.89
AR,CLEVELAND,4,21.23
AR,CLEVELAND,5,29.819999999999997
AR,CLEVELAND,6,31.429999999999996
AR,CLEVELAND,7,26.21
AR,CLEVELAND,8,30.08
AR,CLEVELAND,9,29.619999999999997
AR,CLEVELAND,10,30.549999999999997
AR,CLEVELAND,11,19.45
AR,CLEVELAND,12,21.36
AR,COLUMBIA,1,3515.8400000000242
AR,COLUMBIA,2,3022.0200000000177
AR,COLUMBIA,3,3764.250000000022
AR,COLUMBIA,4,3343.090000000026
AR,COLUMBIA,5,3298.3500000000245
AR,COLUMBIA,6,3630.2900000000254
AR,COLUMBIA,7,3314.6500000000233
AR,COLUMBIA,8,3183.810000000025
AR,COLUMBIA,9,3766.5300000000316
AR,COLUMBIA,10,3771.1700000000337
AR,COLUMBIA,11,3454.120000000031
AR,COLUMBIA,12,3926.5100000000407
AR,CONWAY,1,3851.970000000041
AR,CONWAY,2,3601.9700000000366
AR,CONWAY,3,4163.45000000004
AR,CONWAY,4,4057.890000000053
AR,CONWAY,5,4454.960000000035
AR,CONWAY,6,4172.960000000052
AR,CONWAY,7,4889.380000000026
AR,CONWAY,8,4322.970000000041
AR,CONWAY,9,4180.050000000048
AR,CONWAY,10,4786.590000000033
AR,CONWAY,11,4540.020000000036
AR,CONWAY,12,4576.750000000038
AR,CRAIGHEAD,1,18640.28000000061
AR,CRAIGHEAD,2,17327.08000000074
AR,CRAIGHEAD,3,19082.310000000627
AR,CRAIGHEAD,4,18516.170000000733
AR,CRAIGHEAD,5,19237.550000000596
AR,CRAIGHEAD,6,19357.770000000524
AR,CRAIGHEAD,7,19323.21000000056
AR,CRAIGHEAD,8,19903.27000000048
AR,CRAIGHEAD,9,20245.180000000404
AR,CRAIGHEAD,10,19570.250000000455
AR,CRAIGHEAD,11,18943.190000000704
AR,CRAIGHEAD,12,20173.760000000384
AR,CRAWFORD,1,19526.150000000256
AR,CRAWFORD,2,19256.24000000025
AR,CRAWFORD,3,23320.060000000038
AR,CRAWFORD,4,19523.740000000165
AR,CRAWFORD,5,22710.67999999995
AR,CRAWFORD,6,21720.790000000106
AR,CRAWFORD,7,22074.34000000013
AR,CRAWFORD,8,22825.369999999977
AR,CRAWFORD,9,23364.25999999989
AR,CRAWFORD,10,22294.280000000083
AR,CRAWFORD,11,22852.900000000005
AR,CRAWFORD,12,23495.559999999994
AR,CRITTENDEN,1,6766.580000000008
AR,CRITTENDEN,2,6723.079999999992
AR,CRITTENDEN,3,7572.089999999978
AR,CRITTENDEN,4,7599.389999999968
AR,CRITTENDEN,5,8124.979999999955
AR,CRITTENDEN,6,7848.2199999999875
AR,CRITTENDEN,7,7747.929999999982
AR,CRITTENDEN,8,7575.189999999984
AR,CRITTENDEN,9,7172.709999999993
AR,CRITTENDEN,10,7412.669999999958
AR,CRITTENDEN,11,6863.039999999994
AR,CRITTENDEN,12,7797.20999999999
AR,CROSS,1,2072.5699999999947
AR,CROSS,2,2025.7199999999941
AR,CROSS,3,2191.959999999998
AR,CROSS,4,2379.160000000005
AR,CROSS,5,2144.6599999999976
AR,CROSS,6,2300.0300000000047
AR,CROSS,7,2220.360000000001
AR,CROSS,8,2300.469999999999
AR,CROSS,9,2322.8299999999995
AR,CROSS,10,2979.29000000001
AR,CROSS,11,2389.2
AR,CROSS,12,2268.56
AR,DALLAS,1,882.9600000000006
AR,DALLAS,2,810.610000000001
AR,DALLAS,3,985.8600000000021
AR,DALLAS,4,953.0900000000021
AR,DALLAS,5,989.8100000000037
AR,DALLAS,6,1073.9000000000005
AR,DALLAS,7,988.6600000000033
AR,DALLAS,8,1017.8900000000034
AR,DALLAS,9,1219.140000000001
AR,DALLAS,10,970.6000000000026
AR,DALLAS,11,1070.5100000000011
AR,DALLAS,12,1136.0700000000027
AR,DESHA,1,1727.0999999999917
AR,DESHA,2,1665.1099999999938
AR,DESHA,3,1849.3799999999933
AR,DESHA,4,1832.4399999999953
AR,DESHA,5,1933.8999999999933
AR,DESHA,6,1939.66999999999
AR,DESHA,7,2061.8499999999917
AR,DESHA,8,2121.7199999999953
AR,DESHA,9,1814.3699999999924
AR,DESHA,10,1886.839999999992
AR,DESHA,11,1984.3499999999892
AR,DESHA,12,1782.6499999999958
AR,DREW,1,2759.720000000014
AR,DREW,2,2399.200000000006
AR,DREW,3,2649.650000000015
AR,DREW,4,2723.71000000002
AR,DREW,5,2835.4200000000146
AR,DREW,6,2802.190000000021
AR,DREW,7,2721.64000000002
AR,DREW,8,2880.530000000019
AR,DREW,9,2461.080000000011
AR,DREW,10,2942.780000000025
AR,DREW,11,2791.0100000000143
AR,DREW,12,2817.9100000000203
AR,FAULKNER,1,15615.710000000596
AR,FAULKNER,2,14266.150000000516
AR,FAULKNER,3,16702.540000000594
AR,FAULKNER,4,16234.020000000684
AR,FAULKNER,5,16331.420000000693
AR,FAULKNER,6,17142.04000000059
AR,FAULKNER,7,17140.330000000555
AR,FAULKNER,8,17447.360000000484
AR,FAULKNER,9,16882.600000000533
AR,FAULKNER,10,18334.27000000042
AR,FAULKNER,11,16904.8100000006
AR,FAULKNER,12,18762.480000000327
AR,FRANKLIN,1,4269.920000000036
AR,FRANKLIN,2,3986.1300000000315
AR,FRANKLIN,3,4339.300000000027
AR,FRANKLIN,4,5016.040000000032
AR,FRANKLIN,5,4886.03000000003
AR,FRANKLIN,6,4920.590000000037
AR,FRANKLIN,7,4637.6400000000285
AR,FRANKLIN,8,4534.340000000043
AR,FRANKLIN,9,4437.080000000042
AR,FRANKLIN,10,5157.940000000031
AR,FRANKLIN,11,4640.510000000029
AR,FRANKLIN,12,4863.580000000028
AR,FULTON,1,5276.130000000021
AR,FULTON,2,4753.380000000028
AR,FULTON,3,5255.550000000026
AR,FULTON,4,5432.260000000017
AR,FULTON,5,5157.080000000021
AR,FULTON,6,5122.860000000037
AR,FULTON,7,4789.97000000003
AR,FULTON,8,4760.5500000000175
AR,FULTON,9,5014.370000000022
AR,FULTON,10,5168.510000000022
AR,FULTON,11,4688.250000000027
AR,FULTON,12,4861.770000000036
AR,GARLAND,1,25805.459999999708
AR,GARLAND,2,24080.529999999926
AR,GARLAND,3,26383.779999999813
AR,GARLAND,4,25863.969999999714
AR,GARLAND,5,26791.689999999653
AR,GARLAND,6,26677.019999999637
AR,GARLAND,7,26875.659999999516
AR,GARLAND,8,27788.729999999734
AR,GARLAND,9,26527.049999999672
AR,GARLAND,10,28066.449999999688
AR,GARLAND,11,26843.46999999967
AR,GARLAND,12,27922.53999999975
AR,GRANT,1,2503.660000000002
AR,GRANT,2,2345.690000000004
AR,GRANT,3,2675.750000000014
AR,GRANT,4,2404.3000000000093
AR,GRANT,5,2621.7900000000086
AR,GRANT,6,2521.230000000005
AR,GRANT,7,2677.6200000000085
AR,GRANT,8,2622.7700000000086
AR,GRANT,9,2967.2700000000145
AR,GRANT,10,2761.2000000000116
AR,GRANT,11,2712.6400000000112
AR,GRANT,12,3213.8800000000233
AR,GREENE,1,10217.450000000192
AR,GREENE,2,9599.830000000089
AR,GREENE,3,10624.760000000182
AR,GREENE,4,10447.630000000216
AR,GREENE,5,10229.520000000179
AR,GREENE,6,10940.650000000234
AR,GREENE,7,11362.520000000208
AR,GREENE,8,10699.9600000002
AR,GREENE,9,10990.970000000232
AR,GREENE,10,10677.35000000019
AR,GREENE,11,9949.42000000016
AR,GREENE,12,10978.2200000002
AR,HEMPSTEAD,1,3877.0300000000357
AR,HEMPSTEAD,2,3534.390000000034
AR,HEMPSTEAD,3,4096.980000000036
AR,HEMPSTEAD,4,3932.700000000043
AR,HEMPSTEAD,5,3875.0500000000443
AR,HEMPSTEAD,6,3924.2700000000395
AR,HEMPSTEAD,7,4026.8300000000518
AR,HEMPSTEAD,8,4200.040000000044
AR,HEMPSTEAD,9,3917.1700000000415
AR,HEMPSTEAD,10,4166.600000000036
AR,HEMPSTEAD,11,4230.22000000004
AR,HEMPSTEAD,12,4272.4200000000355
AR,HOT SPRING,1,4076.2100000000596
AR,HOT SPRING,2,3543.930000000041
AR,HOT SPRING,3,4041.5800000000777
AR,HOT SPRING,4,4100.640000000074
AR,HOT SPRING,5,4176.680000000072
AR,HOT SPRING,6,4192.040000000076
AR,HOT SPRING,7,4156.850000000068
AR,HOT SPRING,8,4463.000000000068
AR,HOT SPRING,9,4053.4600000000682
AR,HOT SPRING,10,4618.400000000058
AR,HOT SPRING,11,4366.660000000061
AR,HOT SPRING,12,4479.430000000057
AR,HOWARD,1,2269.2999999999984
AR,HOWARD,2,2104.669999999998
AR,HOWARD,3,2260.800000000002
AR,HOWARD,4,2280.17
AR,HOWARD,5,2362.640000000007
AR,HOWARD,6,2378.580000000004
AR,HOWARD,7,2383.7100000000037
AR,HOWARD,8,2503.2000000000075
AR,HOWARD,9,2442.450000000007
AR,HOWARD,10,2562.3000000000065
AR,HOWARD,11,2403.2200000000103
AR,HOWARD,12,2395.560000000004
AR,INDEPENDENCE,1,8497.400000000041
AR,INDEPENDENCE,2,7936.310000000021
AR,INDEPENDENCE,3,9098.210000000094
AR,INDEPENDENCE,4,9284.810000000136
AR,INDEPENDENCE,5,9045.21000000013
AR,INDEPENDENCE,6,9236.730000000161
AR,INDEPENDENCE,7,9147.180000000113
AR,INDEPENDENCE,8,9264.270000000142
AR,INDEPENDENCE,9,8637.040000000075
AR,INDEPENDENCE,10,9505.070000000149
AR,INDEPENDENCE,11,9290.540000000134
AR,INDEPENDENCE,12,9607.070000000123
AR,IZARD,1,8460.820000000032
AR,IZARD,2,8975.420000000031
AR,IZARD,3,10191.680000000055
AR,IZARD,4,11243.090000000075
AR,IZARD,5,10091.390000000072
AR,IZARD,6,8336.700000000026
AR,IZARD,7,9847.510000000062
AR,IZARD,8,9571.830000000053
AR,IZARD,9,9149.400000000056
AR,IZARD,10,9540.80000000008
AR,IZARD,11,9802.340000000031
AR,IZARD,12,9467.10000000004
AR,JACKSON,1,2754.7800000000143
AR,JACKSON,2,2615.6800000000094
AR,JACKSON,3,2880.110000000024
AR,JACKSON,4,2899.6100000000174
AR,JACKSON,5,2943.490000000022
AR,JACKSON,6,2884.900000000019
AR,JACKSON,7,2970.1800000000226
AR,JACKSON,8,2985.600000000016
AR,JACKSON,9,2852.9900000000207
AR,JACKSON,10,3276.0200000000323
AR,JACKSON,11,2983.0500000000216
AR,JACKSON,12,3058.8200000000193
AR,JEFFERSON,1,6666.569999999936
AR,JEFFERSON,2,6391.609999999973
AR,JEFFERSON,3,7305.779999999941
AR,JEFFERSON,4,7415.739999999949
AR,JEFFERSON,5,7715.62999999994
AR,JEFFERSON,6,7615.76999999993
AR,JEFFERSON,7,7590.3599999999615
AR,JEFFERSON,8,7830.579999999955
AR,JEFFERSON,9,7549.3599999999715
AR,JEFFERSON,10,7850.539999999921
AR,JEFFERSON,11,7767.959999999947
AR,JEFFERSON,12,8062.569999999917
AR,JOHNSON,1,4779.860000000046
AR,JOHNSON,2,4413.840000000037
AR,JOHNSON,3,4992.330000000033
AR,JOHNSON,4,5130.490000000028
AR,JOHNSON,5,4764.05000000004
AR,JOHNSON,6,4923.640000000033
AR,JOHNSON,7,5252.060000000035
AR,JOHNSON,8,5324.63000000002
AR,JOHNSON,9,5056.710000000037
AR,JOHNSON,10,5293.240000000026
AR,JOHNSON,11,5000.490000000037
AR,JOHNSON,12,5574.490000000018
AR,LAFAYETTE,1,867.5800000000016
AR,LAFAYETTE,2,737.4000000000005
AR,LAFAYETTE,3,762.0400000000017
AR,LAFAYETTE,4,814.5399999999993
AR,LAFAYETTE,5,797.2000000000007
AR,LAFAYETTE,6,853.8800000000009
AR,LAFAYETTE,7,874.5399999999997
AR,LAFAYETTE,8,855.5300000000011
AR,LAFAYETTE,9,957.1800000000002
AR,LAFAYETTE,10,793.91
AR,LAFAYETTE,11,821.0399999999996
AR,LAFAYETTE,12,759.56
AR,LAWRENCE,1,3302.0600000000313
AR,LAWRENCE,2,3074.0500000000343
AR,LAWRENCE,3,3173.8400000000297
AR,LAWRENCE,4,3396.1200000000363
AR,LAWRENCE,5,3357.640000000037
AR,LAWRENCE,6,3552.680000000037
AR,LAWRENCE,7,3216.4100000000326
AR,LAWRENCE,8,3312.0300000000366
AR,LAWRENCE,9,3340.430000000029
AR,LAWRENCE,10,3704.2700000000527
AR,LAWRENCE,11,3280.4300000000294
AR,LAWRENCE,12,3517.0000000000437
AR,LEE,1,645.0400000000011
AR,LEE,2,726.0000000000005
AR,LEE,3,697.1900000000006
AR,LEE,4,545.3500000000014
AR,LEE,5,686.2400000000014
AR,LEE,6,822.090000000002
AR,LEE,7,722.4000000000013
AR,LEE,8,775.8000000000018
AR,LEE,9,676.7000000000019
AR,LEE,10,806.0700000000019
AR,LEE,11,686.9600000000005
AR,LEE,12,668.730000000002
AR,LINCOLN,1,673.4700000000012
AR,LINCOLN,2,641.2600000000004
AR,LINCOLN,3,671.1000000000015
AR,LINCOLN,4,714.4100000000011
AR,LINCOLN,5,743.0500000000025
AR,LINCOLN,6,727.0400000000022
AR,LINCOLN,7,704.7400000000013
AR,LINCOLN,8,728.5000000000019
AR,LINCOLN,9,701.9900000000015
AR,LINCOLN,10,737.2200000000018
AR,LINCOLN,11,724.4100000000019
AR,LINCOLN,12,768.2600000000024
AR,LITTLE RIVER,1,2231.439999999994
AR,LITTLE RIVER,2,2227.829999999997
AR,LITTLE RIVER,3,2371.4300000000044
AR,LITTLE RIVER,4,2307.9600000000073
AR,LITTLE RIVER,5,2508.1200000000094
AR,LITTLE RIVER,6,2409.9300000000044
AR,LITTLE RIVER,7,2496.160000000013
AR,LITTLE RIVER,8,2486.0100000000107
AR,LITTLE RIVER,9,2373.020000000004
AR,LITTLE RIVER,10,2453.1000000000085
AR,LITTLE RIVER,11,2448.23000000001
AR,LITTLE RIVER,12,2561.950000000018
AR,LOGAN,1,5976.330000000021
AR,LOGAN,2,5162.150000000033
AR,LOGAN,3,6606.13000000002
AR,LOGAN,4,6112.250000000023
AR,LOGAN,5,6337.690000000014
AR,LOGAN,6,6622.70000000002
AR,LOGAN,7,6450.960000000023
AR,LOGAN,8,5697.780000000036
AR,LOGAN,9,5973.500000000017
AR,LOGAN,10,6526.130000000021
AR,LOGAN,11,6826.120000000023
AR,LOGAN,12,6240.760000000033
AR,LONOKE,1,12538.700000000314
AR,LONOKE,2,12211.040000000276
AR,LONOKE,3,13261.370000000312
AR,LONOKE,4,12256.3700000003
AR,LONOKE,5,13019.120000000328
AR,LONOKE,6,13375.900000000316
AR,LONOKE,7,13358.920000000326
AR,LONOKE,8,13466.860000000359
AR,LONOKE,9,13208.220000000325
AR,LONOKE,10,14200.48000000035
AR,LONOKE,11,13883.180000000368
AR,LONOKE,12,14199.410000000342
AR,MADISON,1,2265.539999999999
AR,MADISON,2,2152.99
AR,MADISON,3,2183.8000000000006
AR,MADISON,4,2531.520000000011
AR,MADISON,5,2442.120000000008
AR,MADISON,6,2381.540000000007
AR,MADISON,7,2336.7800000000075
AR,MADISON,8,2269.6600000000017
AR,MADISON,9,2476.2900000000077
AR,MADISON,10,2558.88000000001
AR,MADISON,11,2615.420000000006
AR,MADISON,12,2668.030000000015
AR,MARION,1,3140.8300000000254
AR,MARION,2,2632.1200000000104
AR,MARION,3,3054.3800000000274
AR,MARION,4,3177.8400000000292
AR,MARION,5,3111.660000000031
AR,MARION,6,3234.7700000000286
AR,MARION,7,3291.1900000000323
AR,MARION,8,3005.1700000000237
AR,MARION,9,3042.890000000029
AR,MARION,10,3130.400000000027
AR,MARION,11,3210.5800000000318
AR,MARION,12,3383.22000000003
AR,MILLER,1,9269.870000000035
AR,MILLER,2,8469.549999999985
AR,MILLER,3,10172.470000000085
AR,MILLER,4,10299.660000000107
AR,MILLER,5,9582.160000000056
AR,MILLER,6,9777.890000000085
AR,MILLER,7,10413.000000000098
AR,MILLER,8,10254.910000000107
AR,MILLER,9,10417.190000000095
AR,MILLER,10,10323.93000000008
AR,MILLER,11,9970.210000000085
AR,MILLER,12,11211.13000000017
AR,MISSISSIPPI,1,7343.799999999965
AR,MISSISSIPPI,2,7071.319999999961
